topic,Text
1,"The benefit of this drink is that it is ""no sugar added, 100% juice,"" which tastes basically like fruit soda.  I can see it as a good alternative to traditional soda, especially for kids and teens.  However, for adults I think the drink still tastes really sugary, despite the fact that sugar has not been added.  I ran for my toothbrush as soon as I was finished.  However, the taste is good and the kiwi berry was a nice flavor.  For young people with a sweet tooth I would recommend it, but I think grown ups will have a more difficult time jumping on board."
1,"I wasn't sure what to expect from a carbonated fruit drink, but decided to give it a try.  While it was drinkable, I actually prefer the natural taste of fruit juice.  This actually tasted like an artificial soda, much like a very well known orange soda.  The carbonation was excessively strong, with too much bite and burn for my liking.<br /><br />As some other reviewers pointed out, the amount of sugar and calories in this drink was astounding.  It is almost too sweet, and combined with the carbonation was just too much for me to enjoy it very much."
0,"Where I'm located, my choices for loose green tea are practically non-existent.  I had found and tried this Twinings Gunpowder Green (loose) tea at a local Fresh Market.  I enjoyed it, but getting to that store (and their having it in stock) was troublesome.  I was very happy to see the same tea on Amazon for a bit over a dollar LESS (per tin) than my local cost (not including my travel time or tolls paid).  The tea has a very nice flavor (FAR better than the <a href=""http://www.amazon.com/gp/product/B001EO5QPU"">Stash Premium Green Tea, Loose Leaf, 3.5-Ounce Pouches (Pack of 3)</a> which was the other green tea I'd found locally).  It also has a good color and aroma.  One of the things I like about gunpowder tea is that it's easy to portion out.  I scoop out 1 level teaspoon of tea and use it for two full serving in my <a href=""http://www.amazon.com/gp/product/B0010NR7C0"">Bodum YoYo Personal Tea Set with Infuser and 12-Ounce Glass</a>.  The tea leaves are of sufficient quality that there are almost no fragments, so nothing gets through the infuser but the flavor.  If I were a tea purist, I'd probably have some issue with the fact that the gunpowder rolls of leaves are not as tight as they should be and the spent leaves look like they're somewhat irregular.  But, considering that this tea is many times less expensive than the high quality stuff from the specialty shops, I'm very happy with it.  The one thing I'm just a touch worried about is storage.  The six tins in this package will last me many months.  Since each tin is opaque and is sealed with an aluminum film, I figured the best location for storing the tea until I moved it to my ""in-use"" spot would be the refrigerator.  The tin and the film should keep light and moisture out and the temperature fluctuations should be minimal.  But, I still worry a bit.  Still, I'm very pleased with the tea and rate it at a Very Good 4 stars out of 5."
1,"The kiwi/berry combination makes this sweet and tart at the same time, with the carbonation adding a nice bit of fizz to keep the concoction light. That being said, this was a bit too sweet for my taste - but may be fine for people looking for the 100% juice experience, or those needing a sugar fix after a workout. Personally I'd mix this with sparkling soda water for a ""less is more"" effect, with cost savings as an added plus."
4,This product is really a hit or miss. My cat does not seem to go crazy over these treats....Sometimes he does not eat these right away.
1,I really like the flavor of this one! It has a low acidity but still full of flavor! Now I have to have it every morning and I am having trouble finding another one I like this much.
0,"I was introduced to this tea at a local restaurant and went absolutely crazy about it. Its unique flavor and healthifying blend of green and black teas and yerba mate, along with a light touch of ginger, is a wonderful thirst quencher.  As a tonic for health and energy, I now find myself drinking it daily instead of my usual afternoon coffee. It perks up the body and brain without the jittery effects of caffeine. I find I get a delightful pick-me-up later in the day--when I need it--without the negative affects of keeping me up at night.  While a tad expensive, I will continue to buy SPORtea and enjoy its delicious brew.  It is now a part of my every day routine."
2,"Blah!  My baby didn't like it, then I tasted it and it was awful.  It is NOTHING like what you might expect.  It's like bland goop with a faint hint of unseasoned over-boiled chicken.  What, is the theory that we should give our babies nasty food simply to take advantage of the fact that they have nothing to compare it to?  I didn't even feed it to my dog."
1,"I've never been a fan of kiwi & strawberry together, but I think Switch got it right by combining fruit juice with carbonation.  I am a big fan!  It was a little bit too sweet, but I'm hoping other flavors will tone that done a little.  I suspect that the 135 calories for this perfectly sized can is due to the fruit itself, and not added sugar, although there is acerola in it - which is also known as the Puerto Rican Cherry.  That means no added sugar at all.  Try this - I don't think you'll regret it."
0,"I watched a YouTube video on guayusa tea, and heard very good things about it there and on the amazon reviews as welll so I thought I would give it a try. Money well spent! This tea is smooth and easy to drink, and is absolutely delicious with sugar and honey.<br />Another awesome thing about this tea is the dreams you get. My mother hasn't had a lucid dream in years, and I offered this tea to her one day, and that night she had three vivid lucid dreams! She was so thrilled she bought two more boxes of the Runa guayusa tea. I am so satisfied with this product, and would definitely recommend to anyone who needs some steady energy, focus, and vivid dreams. :)"
1,"I LOVE these! I don't drink soda anymore because I'm trying to be healthier, so when I'm craving a coke I grab these. Perfect coke taste, with a lot less calories and sugar!"
4,"I just got this and so far my finicky cat loves it!<br />One of my friends recommended I try this for my cat as she has allergies<br />that we think are food allergies and so far nothing else has helped.<br />Friend's cat no longer has allergies on this food and I hope the same for mine; only time will tell.<br /><br />Addendum:  She still loves it but for $20 plus in shipping which it now is, I'll be switching to something else."
0,"I have been looking for a nice strong rose tea, and this is the one!  I've tried a number of brands, but they weren't ""rosy"" enough for me.  This is an excellent tea with a strong rose flavor.  No bitterness - nice and smooth.  I highly recommend this tea!"
0,"I love Earl Grey Tea, but I can't always drink caffeinted tea. This really fits the bill. Same great flavor, but it doesn't keep me up all night. Nice addition to the K-cup selection. I used to purchase a similar item from Green Mountain Coffee, but they eliminated the product. So I really appreciate the ability to buy this from Amazon."
2,I have tried this flavor first time when my son was 6 months and he loved it right away. Did not have problem with texture either. This one and Chick Chick are his favorite right now.
1,"This stuff is surprisingly good. A lightly carbonated fruit drink, it's got a tangy-sweet flavor that's really unique. The cans themselves are awfully small, but the taste is truly big. It's made from 100% juice with no added sugar, corn syrup, or artifical sweeteners, yet plenty sweet enough naturally for most people's taste I'd think. My 12-year-old son loves it too. A terrific, natural drink. Ingredients include apple, grape, kiwi, acerola, rasberry, and strawberry juice concentrates reconstitued with filtered, sparkling water. It's all natural though they have added vitamin C so that it provides 100% RDA. A most excellent drink I'll continue buying for a very long time."
0,"Gunpowder tea is green tea, most of which comes from a city named Pingshui in the Eastern Chinese province of Zhejiang, south of the Yangtse River Delta, where it has been cultivated for centuries and is known as the ""green pearl"" of tea. Pingshui tea market records date as far back as the Tang Dynasty (AD 618 - 907). The area's gunpowder tea was an important tribute traditionally given to the Chinese emperors; and with the growing trade volume between China and the West it also acquired an increasing number of lovers in Europe. Particularly during the second half of the 19th century, when gunpowder tea export reached its peak, its price on the London market was second only to then-popular Wu Yi Oolong (also from China). Even today, Zhejiang Province still proudly calls itself ""home of silk and tea"" for its two primary natural products.<br /><br />The name ""gunpowder"" derives from the tea's elaborate method of processing, which traditionally lasts several hours and during which the tea leaves are withered, steamed or stir-fried and individually rolled into small pellets. Early foreign traders mistook these pellets for gunpowder or gunshot.<br /><br />Gunpowder tea has a delicate aroma with a slightly smokey note. It should *always* be enjoyed without milk or cream."
0,"The taste is harsh as it is a lesser grade of Yunnan. It is ok to drink, but not to really enjoy. I only make it for when I am in the hurry and will not be able to fully enjoy my tea anyway."
1,this hot coca tastes pretty good when brewed on 8oz setting however its not the best I've ever tasted nor the worst. its hard to rate this because everyone has different tastes so its ether you like it or you don't. I my self happen to like it and will buy again unless I find something better.
0,This tea is a new flavor of black tea by Tazo. It's better than some other brands but not even close to beIng as good as their old flavor of black tea with citrus (which they took off the market). I don't think this tea is worth sending away for because you can buy it locally in most grocery stores.
4,"Before I was educated about feline nutrition, I allowed my cats to become addicted to dry cat food. I always offered both canned and dry, but wish I would have fed them premium quality canned food and limited dry food. I have two 15 year old cats and two 5 year old cats. The only good quality dry foods they will eat are Wellness and Innova. Innova's manufacturer was recently purchased by Procter&Gamble. I began looking for a replacement. After once again offering several samples (from my local holistic pet store) Holistic Select was the only one (other than the usual Wellness and Innova) they would eat. For finicky cats, I recommend trying Holistic Select. It is a good quality food that is very palatable for finicky eaters."
1,"Described as an alternative to soda, Switch is a carbonated fruit drink made from 100% natural juices (although not necessarily the ones listed as the flavor).  Made mostly out of apple and grape juice, The Switch Orange Tangerine does in fact have an (oversweet)orange-tangerine flavor -- followed by a strong vitamin aftertaste. It tasted like drinking a soda made from crushed Flintstone vitamins.<br /><br />Want a better carbonated fruit drink?  Pour half a glass of orange juice and add club soda."
0,"We have been using this product for many years of enjoyment.  In summer, my wife uses it for iced tea almost every evening for our supper.  There is some usually left over so it can be used either hot or cold at a later time, even early the following day.  We read that tea is good for the body too."
1,"We all liked the Switch Kiwi Berry.  The first sip was a bit too sweet for me, but the children loved it.  My son wanted more, but we only had the one can to try.  I love the fact, that it is sugar free and natural flavors. The children loved it straight up, I had to put some ice in mine to dilute it a bit.  This is definitely a great tasting substitute for children and adults, that like the sparkling flavored sodas.  It actually tastes like strawberries, could not taste the kiwi part. We'll have to try the other flavors."
1,"After taking my first sip of Switch Orange/Tangerine, I raised a suspicious eyebrow because it didn't taste the way I expected it to. Then it dawned on me that my mouth was prepared for more of a fake, amped-up ""Orange"" soda, but what I was tasting was real, natural juice. Yes, I knew that from the label, but that's not the same as experiencing it.<br /><br />The taste was a nice blend of orange and tangerine, not too sweet, and the carbonation adds a nice touch. A bit like a non-alcoholic Mimosa cocktail.<br /><br />My only reservation is that the calorie count is (perhaps unavoidably) too high for me to drink this on a regular basis - though let me be quick to point out that this is a ""no sugar added"" product. For those who aren't counting calories, a nice refreshing ""Switch"" from soft drinks!"
2,"I have just found out today that the gelatin in this product is coming from pork. I do not know why they would add gelatin in the first place. DHA from fish oil is fine, but the lady who answered my phone told me that all DHA Gerber baby food items have pork gelatin. Do infants need gelatin at this age?"
0,"Yogi Tea has introduced a winner in Egyptian Licorice Mint.  It's the perfect after dinner herbal tea.  It doesn't have a strong licorice or mint flavor, but instead a delightful synthesis.  I feel like it's easy on my tummy and doesn't need food to complement it.  What more could you ask for?"
2,I always try the food before I feed it to my daughter and this one is actually pretty good. My daughter LOVES it. She gets all excited when I make it for her
2,"For whatever reason, our son really likes this flavor. I'm not a fan myself, but I'm not the one eating it. Any time I can get a variety of vegetables into my baby in one sitting, I'm a happy mom."
1,"This is a good drink, tastes like soda, but fruity.  I really liked it, nice alternative to soda."
3,So chocolaty and spiced just right! I decided to try this brand after reading all the wonderful reviews. I'd never had spiced hot chocolate before - just the plain store-bought instant kind. WOW! The flavor of this just blew me away! Best cup of hot chocolate I've ever tasted!! I'm hooked!!
0,"Not only was this tea a good bargain, and good tea.<br /><br />But because it's sold in bulk, in recyclable metal containers, it has a much smaller environmental/manufacturing footprint than tea sold in tea bags.  Highly recommended.<br /><br />It also makes a great gift for the tea lovers in your life."
0,I love this brand of Dandelion Root tea.  The tea is so good for your health and keeps you regular.  Transaction went smooth like always.  So glad to hear Amazon may soon have home delivery of groceries to my door.  I have some disabilities that require someone to shop for me but I do a lot of it on Amazon.com
3,"I bought this from safeway for about $5. It's awesome in making those homemade iced caramel macchiatos that cost $4 at starbucks! :)<br /><br />(I don't know if it's just me, but it has this slight chocolatey aftertaste to it that's just absolutely divine)"
1,"Light and refreshing.  But if you are looking for an alternative to soda,  sorry, but this is pretty much soda. I appreciate the fact that it is 100% natural, and has a full complement of Vitamin C. And I actually like the fact that it isn't too sweet, nor too tart. No added sugar, but plenty of ""fruit sugars"". In the end, though . . it's a soda. My 6-year old loved it."
0,Great tasting tea and very healthy.  I was very surprised and will probably be ordering more.  It does cost - but the cheapest I have found.
0,"As a tea junky, the quality of the product and the shipping/handling were great. I enjoy the tea and would buy more from them for sure."
0,"Well, where to begin.<br /><br />First, I have been drinking tea (green, black, oolong, white, etc.) for more than 15 years as either loose leaf (whole leaf) or bagged. My number one love is green tea ... specifically Japanese Sencha. I have consumed many grades and types of steaming (mild, medium and ""deep""). I have also tried many of the products offered by ""Two Leaves and a Bud"" by way of Whole Foods (who do not offer this).<br /><br />This is the first offering by Two Leaves that I sadly have to say is dreadful. Before you think I'm a jerk, let me say that they offer some awesome bagged teas. This just isn't one of them (IMHO).<br /><br />The orange that they add KILLS all of the beauty that the Sencha could potentially offer. What's worse is they suggest a steeping time of 4-minutes. Ludicrous. Most mild steamed (which this is) or medium steamed Sencha's steep for no more than 3-minutes. Four minutes will produce an acrid bitter brew unless the Sencha is a superior grade (which this doesn't appear to be).<br /><br />Even after steeping this for about 3 minutes, the taste is still overwhelmingly sharp & ""bitty"" (just a weaker sharp). I can not believe that the people at Two Leaves have ever had a good cup of loose leaf Sencha. I can't. If they have, they wouldn't offer this.<br /><br />I can only assume they add so much orange to it because the Sencha grade is poor. Otherwise, why not sell it without the orange flavor like the wonderful <a href=""http://www.amazon.com/gp/product/B000FGZKWM"">Two Leaves and a Bud, Tamayokucha Extremely Green Tea, Tea Bags, 100 Count</a> they offer? The Tamayokucha is excellent! No orange flavor needed, and I bet none is needed here either.<br /><br />Bummer is that I was dumb enough to buy the 100 count box (my bad). There is no way I can drink the rest of it and I would feel horrible if I gave it away to someone. They would think I had no taste in teas.<br /><br />My advice: buy a single box of this first. If you like it, switch to coffee."
2,This used to be a hearty and great meal for my twin girls who have both loved it since they were 9 months old but they recently changed the recipe and it is watery and disgusting now. Very disappointed. And it seems that amazon does not allow you to complain directly to Happy Baby or return the product even though it has changed. seems unfair.
1,"Upon first glance, one would think this is your regular energy drink. The size of the product does seem to convey this. At 8.3 oz, this is something a lot of people could finish in one or two gulps.<br /><br />The flavor is nice and tasty. You can taste both the berry and kiwi.  No funny aftertaste and it goes down easily.  It is not tart nor is it too sweet. The carbonation isn't too overpowering. It's not as strong as a soda but it's not on it's last fizzy breath either.  I could see the bubbles disappearing faster than soda after sitting out for a while.<br /><br />All in all, I'd say this is a nice alternative to your average soda/juice box.  It'd be perfect for kids to drink in school.  My only suggestion is to make the can a little bigger as there's just not enough juice to completely quench your thirst for the price that you are paying."
4,my cat absolutely loves these treats & they were first givin to mr by my vet who is also a friend. musc less expensive with amazon
1,"I ordered this product after enjoying a previous Vine acquisition--<a href=""http://www.amazon.com/gp/product/B00094JEUO"">Izze Sparkling Clementine Soda Full Case (24 12oz Bottles)</a>--fully expecting to like it.  It appears that the use of 100% juice in this product makes a big difference from the Izze's use of 70% juice/30% sparkling water.  I like Izze, but do not like Switch much.<br /><br />Switch tastes -- and is -- just like orange juice, except it is carbonated.  I do not think orange juice was meant to be carbonated.  It just doesn't add anything to the taste or consistency that I found enjoyable.  It also left a lengthy aftertaste of juice burps which I did not enjoy.  So it is not that the makes have done anything wrong or poor quality, it is just that this reviewer did not like how the concept worked out."
3,"I like my hot chocolate to have alot of ""chocolatey"" flavor. Even when I use the smallest size brewing cup the Green Mountain hot cocoa K-cups tastes watered down. I have to add my own powdered hot chocolate to give it enough flavor."
0,"I first tasted this at Petrossian.  I had ordered Green Tea and when I tasted it, I was a little shocked that it was not regular green tea.  I noticed the citron immediately and it was fantastic.  It complimented the tea very well.  The tea is very light.  Au Bon Pain also carries this tea.  Try it out!"
2,"My baby has been eating this brand since he was 6 months. I like the convenience of high quality/yet not overly pricey jar food like this. It is easy on his stomach. Never had any health issues with it. The ""dinners"" are a bit more filling than the usual watery vegetable puree but it still does need a little cereal to thicken up. Summer vegetable is his least favorite. The zucchini (like cucumber) smells pretty strong. He would eat it now but when we first started, he hated it. My son loves the other 3 flavors and that's why I continued with my subscription since it's more expensive to buy them separately."
1,"The Switch Kiwi Berry is an excellent product that far exceeded my expectations.  I'm not a fan of the kiwi-strawberry combo that when attempted with artificial flavors comes of as borderline toxic, but The Switch succeeds where others fail, and without the need for artificial flavors or unnecessary additives.<br />I  had my doubts about this product, primarily because there are so many new ""craft"" sodas on the market.  These ""craft"" sodas seem to be the  non-alcoholic equivalent of the micro-brew craze that seems to be leveling off.<br />The fact that the product is actually fruit juice, gives me high-hopes that the corn syrup and chemically dependant soda industry can innovate with solid and natural products.<br />The small size is also a benefit, in that it's adequate for this type of beverage.  We've become a society of excess, and sodas, colas and other soft-drinks have not been immune,  The Switch brings us back to the days of reasonable and healthy serving sizes and hopefully consumers will take note.<br />An all-around excellent product that I will be looking for in stores."
1,"These gave me a headache, too much sugar, and other ingredients that didn't sit well.  I would not recommend to someone trying to eat healthier."
1,"If giving your kids, or yourself, carbonated juice gets them (or you) to drink more juice and less soda, that's good.  But the taste of this is similar to the juice in juice boxes.  It's a blend of juices with a fruit punch type of flavor.  It's also quite pricey.  Interesting once, but I won't be buying more."
0,"This is a good tea, for an incredible price.  However, unless you drink tea on a daily basis, it is probably not what you're looking for.  It comes in a very large quantity that will not stay fresh forever.<br /><br />That said, I brew kombucha in five gallon batches.  This tea makes an excellent kombucha, and I use it quickly enough to justify the quantity."
0,"Just in case, if anyone doesn't know what WHITE tea is, as opposed to green or black, let's quote Wikipedia: ""white tea is fast-dried, while green tea is roasted in an oven or pan (while kept moving for even curing). Oolong and black teas are fermented before curing."" What does it mean? For me, it translates into my favorite beverage to start the day with and to keep me going through the day. Objectively and scientifically speaking, white tea is said to have more anti-oxidants and less caffeine so, in my view, it's overall better than coffee or the black or green varieties.<br /><br />This particular product, while it comes in tea bags, it's not exactly your 'supermarket' variety. Unlike the cheap teas, black, green, herbal or white that are delivered crushed inside paper bags, the 'Choice' brand is delivered in pyramid shaped, biodegradable, nylon-like bags that ensure that what you get is actual leaves, not some indistinct crushed powder.<br /><br />This being a white tea, 'delicate' and 'subtle' and the required adjectives to use but they may not apply in this case. I found the added flowers to be a little too strong, bordering to overpowering for my taste. The Lychee and Osmanthus aromas can be an acquired taste - think of sweet, green apples for an equivalent more familiar aroma. If it's not 'love at the first sip', give it some time and you may not only tolerate it but prefer it to other flavors. Or not.<br /><br />INGREDIENTS:<br /><br />- organic, fair trade certified White Tea<br />- natural Lychee flavor<br />- organic Osmanthus flavor<br />- contains caffeine<br /><br />The somewhat off-balance added flavors and the premium price are not likely to turn me into a repeat customer. Time will tell but at this time 3 stars (meaning 'it's Okay') seem to be the fair rating."
1,"The Switch tries to blur the line between soda and juice, and I'd say that the experiment is successful. It's sweet and rich like soda, but it is, as the label says, 100% juice, and therefore of vastly more nutritional value. I guess it all comes down to taste, and it's more similar to soda than juice here, maybe like a more toned-down Sunkist soda. As I said, I liked it, and I'd probably pick it up again, though it hasn't displaced Squirt as my favorite."
1,"Ingredient list: Sugar, Acidity Regulator (including miscellaneous chemicals). No tea whatsoever. $22 for 18 oz. (500g) of sugar with apple flavor. Most expensive sugar in the market!! Health benefit? None! It comes in a square tin with plastic bag inside containing granulated sugar. That's all. Nothing more."
2,My kids love these and I feel good about giving them to them. They're all natural and sweetened with fruit juice instead of sugar. We like to pop them in the microwave for about 10 seconds - then they taste like fresh out of the oven chocolate chip cookies. Yum.
1,"Our family, wife, 2 year old and 4 year old, have had other Switch sodas in the past, and liked them quite a bit. They had a bit  of an apple flavor overrode the main That's definitely not true for the Orange & Tangerine. It tastes almost like fresh squeezed orange juice with bubbles. Far better than Orangina or orange soda.<br /><br />My kids kept asking for more sips of the soda throughout dinner, and we all have enjoyed it. I appreciate that there's no caffeine, and it's all natural, so I have no problem giving it to my kids. I'd definitely recommend buying the soda, we'll keep some around the house regularly."
4,"My youngest cat goes insane over this stuff!  (Which is good -- she's the reason we had to seek out a new food that was for both adults and kittens.)  My older cat took a few weeks to adapt to the creamier texture, compared to her ""favorite"" canned food, although she loved the taste right away.  Once she got used to it, we started going through this case like it was going out of style and I had to buy more!  I have noticed much less smelly litter boxes since we got into this case, compared to many of the foods we use ... that was a big bonus for me, and enough to convince me to put this into our regular rotation of canned foods."
0,"For those of you wanting a high-quality, yet affordable green tea, you should definitely give this one a try. Let me first start by saying that everyone is looking for something different for their ideal tea, and I will attempt to briefly highlight what makes this tea attractive to a wide range of tea drinkers (whether you are a beginner or long-time tea enthusiast).  I have gone through over 12 boxes of this tea myself, and highly recommend it for the following reasons:<br /><br />-Quality:  First, this tea offers a smooth quality without any harsh or bitter after tones, which often turns people off from many green teas.  I've found my ideal brewing time to be between 3-5 minutes, giving you a light but flavorful cup of tea.  However, if you get distracted or forget about your tea and leave it brewing for 20+ minutes like I sometimes do, the quality of this tea is such that you still get a smooth but deeper flavor without the bad after taste.  The leaves themselves are whole leaves (not powdered stems, branches, etc commonly found in other brands), and the high-quality nylon bags also include chunks of tropical fruit and other discernible ingredients.  This isn't your standard cheap paper bag with a mix of unknown ingredients that have been ground down to a fine powder, leaving you to wonder what it is you are actually drinking.<br /><br />-Taste:  This tea offers notes of real pineapple and other hints of tropical fruits, yet isn't sweet or artificially flavored.  You have the foundation of a high-quality young hyson green tea for those true ""tea flavor"" lovers, yet the subtle hints of fruit make this a truly unique tea that I believe most will enjoy.  If you want it sweet, you can add sugar, splenda, etc but this really is not necessary as this tea offers an inherent warmth of flavor through it's ingredients.<br /><br />-Price:  This tea offers an excellent product at an exceptional price (especially when purchased at the prices Amazon offers).  Compared to other brands which I believe to be of similar quality (Mighty Leaf, Rishi, Two Leaves, etc.), Revolution offers a superior product at an outstanding price.  I have been purchasing this through Amazon for less per box than I would be paying at my local grocery store for Lipton, etc.<br /><br />Overall, this is a wonderful tea that is comparable, and even better than, other teas that are priced much higher.  It offers a well-balanced cup of green tea that I believe many will enjoy.  In terms of taste, quality, and price, I would argue you won't find a better combination that that offered by Revolution's Tropical Green Tea."
4,"Although a little pricey, these are a great way to give your cat a healthy treat. My cat has a sensitive stomach and cant always eat the treats I have gotten for him without him throwing up. I stopped using grocery store treats and moved to Natural Balance but they were too much for his tummy, but these treats he absolutley loves and he never gets sick afterwards. Also, with the all natural ingredients I feel good about rewarding him.<br />(p.s. since they are natural ingredients they are stinky like salmon.)"
3,I've tried ever single brand of K-cup hot chocolate and this is absolutely the best one. It is the only one that actually tastes like the real stuff.
4,"My cats both LOVE this food.  I've had varying success with about 7 different kinds of canned food.  This one is a hit with both.  It's natural, mostly organic, doesn't have any junk or fillers, and I have peace of mind knowing that we're giving them high quality food from an ethical company.  Since they've been on this diet they are more active, alert and happy.  Their coats are so soft and shiny and they seem to be shedding less.  Cannot say how relieved I am to have finally found a food they like that is so good for them as well.  It is pricey but if you want to save on costly vet bills down the road due to illness caused by poor nutrition, this is the way to go."
1,"I like to try new things and we have a British store nearby call the Fresh and Easy Neighborhood Market. The other day when I was there I picked up a liter bottle of Robinson's Apple and Blackcurrant Fruit Drink imported from England. It's a concentrate and has no added sugar. You use one part of the concentrated drink with four parts of water. For the water, I choose an ice-cold slightly carbonated spring  water. Just mix and, viola, a nice tasting glass of fruit drink with a minimum of calories. Delicious! Very, very good. And the original bottle says it has 22 servings, although I may make up a little larger serving than they suggest. Well, what can I say? It tastes like a very good soda pop and has an absolute minimum of calories.<br /><br />Gary Peterson"
2,"I was very hesitant to try this food for my 7 month old. After mixing up the sweet potatoes (with water) I tried them, and they were awful! I added more water and decided that it must be the fact that they were dried that's making them so terrible. I gave them to my son and later that day he threw them all up. My son has not thrown up once since begin born.... this food is terrible. Once the water is added, it doesn't smell right, much less taste right.... Please just stick regular organic baby food."
1,"I enjoyed the taste... It is close to orange soda initially but then there is another sweet taste at the end of each sip.  But unlike orange soda, this is healthier and no added sugars.  Even though this product tastes like orange soda I think it would do well for breakfast.  It may even become preferred over traditional orange juice for children and for businesses that worry about short shelf life.  On the downside, the price is a little high for such a small can when buying 24."
1,Refreshing and light.  A little on the sweet side but not overly sweet.  I enjoyed the orange flavor!
0,"I am so happy I found this tea on Amazon, I have been looking in stores for over a year.<br />It shipped immediately and I was so happy to have it in my kitchen again."
1,"My experience with soft drinks has been mostly limited to the major brands so this was quite a change---these sodas have a much cleaner( less chemical)and therefore more refreshing taste than the Coke/7up/Canada Dry variety.  The cane sugar and glass bottles seem to make all the difference( although I still prefer Canada Dry to Boylan's Ginger Ale).<br />$3.25 per 12 oz. bottle is a bit steep. I would check your local specialty markets to see if they carry this; unfortunately, the nearby Trader Joes dropped this product so I'll have to check Gelson's or Whole Foods."
1,"My kids and I love root beer and I brew my own from time to time. Recently while purchasing some specialty versions from a local store I saw the Jack Blacks Red Dead Root Beer and thought the label was cool so I grabbed a couple. After we sampled it, all I can say is don't waste your time. It has little to no root beer flavor,it finishes a little spicy in fact. It has caffine added which was a bit of a put off as well. I was very disappointed with the flavor of this product. If you want a pick me up and you don't mind it tasting like sugar water mixed with dish soap then this is the drink for you."
1,"I'm sitting here, (Switch) drink in hand, trying to decide how to describe the Switch Kiwi Berry. It's lightly carbonated, which I like but too sweet for my taste (think strawberry candy). The mouth feel is quite round and it has some body too it. It's made from juice concentrates and carbonated water and there are 135 calories of sugar in the small 8 oz can. I wouldn't call it a healthy beverage and whether it's natural or not doesn't matter to me."
1,"In the Beginning there was Fruit Juice, and there was Soda Pop, and never the twain should meet... unless you mixed them yourself. But then somebody got the Great Idea -- when reconstituting fruit juice after Pasteurization, why not reconstitute it with carbonated water? Thus was born...<br /><br />Soda Juice!<br /><br />And I tasted it, and it was Good! Frankly, I found Black Cherry, Kiwi Berry, and Watermelon Strawberry pretty similar in taste, Orange Tangerine more distinctly tart, but I enjoyed all of them.<br /><br />In the cans you have 5 other flavor choices: <a href=""http://www.amazon.com/gp/product/B001LG940E"">The Switch Black Cherry, 8.3 Ounce Cans (Pack of 24)</a>, <a href=""http://www.amazon.com/gp/product/B001LGGH2C"">The Switch Fruit Punch, 8.3 Ounce Cans (Pack of 24)</a>, <a href=""http://www.amazon.com/gp/product/B001LG943G"">The Switch Grape, 8.3 Ounce Cans (Pack of 24)</a>, <a href=""http://www.amazon.com/gp/product/B001LG945O"">The Switch Orange Tangerine, 8.3 Ounce Cans (Pack of 24)</a>, and <a href=""http://www.amazon.com/gp/product/B001LGGH54"">The Switch Watermelon Strawberry, 8.3 Ounce Cans (Pack of 24)</a>.<br /><br />Since virtually nothing is added, the slight nutritional differences must be due to the characteristics of the different juices being used. Fruit Punch, Orange Tangerine, and Watermelon Strawberry have the highest calories, 140; Kiwi Berry is next, 135; Black Cherry is next, 130; and Grape has the lowest, 125.  Orange Tangerine and Watermelon Strawberry have the highest total carbohydrates, 36g; Black Cherry and Fruit Punch are next, 35g; Kiwi Berry is next, 34g; and Grape has the lowest, 33g. Finally Watermelon Strawberry has the highest sugars, 35g; Fruit Punch and Orange Tangerine are next, 34g; Black Cherry and Kiwi Berry are next, 33g, and Grape is the lowest, 32g.<br /><br />Note: all of these are fruit juice blends so those with fruit juice health concerns need to be aware of more than just the title juice. All contain acerola, apple, and grape juice. In addition to their title juices Kiwi Berry contains raspberry and strawberry, and Fruit Punch contains cherry, lemon, and pineapple.  Orange Tangerine also contains soy.<br /><br />Compare and Contrast: a similar product is worth considering: <a href=""http://www.amazon.com/gp/product/B0014WYY1E"">Izze All Natural Sparkling Juice, Apple, 8.4-Ounce Cans (Pack of 24)</a>, <a href=""http://www.amazon.com/gp/product/B0014WYXYW"">Izze All Natural Sparkling Juice, Blackberry, 8.4-Ounce Cans (Pack of 24)</a>, <a href=""http://www.amazon.com/gp/product/B0014X5O1C"">Izze All Natural Sparkling Juice, Clementine, 8.4-Ounce Cans (Pack of 24)</a>, <a href=""http://www.amazon.com/gp/product/B0014WYXTC"">Izze All Natural Sparkling Juice, Grapefruit, 8.4-Ounce Cans (Pack of 24)</a>, and <a href=""http://www.amazon.com/gp/product/B0014WYXQK"">Izze All Natural Sparkling Juice, Pomegranate, 8.4-Ounce Cans (Pack of 24)</a>.  The difference? The Izze products are fortified with vitamins: B6 and Niacin in addition to C and have roughly three fifths the calories, total carbohydrates, and sugars of The Switch products."
1,This is for sure not what I was expecting it to taste like. It's not bad but not for me. I like the carbonation and juice idea with no added sugar. When I first took a sip of it I noticed it has a bite to it. The best way I can describe it is a non alcoholic champagne. I however did like it better than the watermelon but still not for me.
4,"The box stores have begun to drop inventory items and this variety is not available at Albertsons, Safeway and QFC here in NW.<br />Our cat needs this for an RX for stomach problems.<br />We were able to find it on Amazon in quantity and at a discount.<br />Delivery was fantastic and the cat is in heaven as she knows she has a three month supply in the cupboard."
0,"Dynasty brand green tea is the best green tea I've ever tasted.  It never tastes stale, unlike brands I've bought in grocery stores.  This is because each tea bag is packed in a sealed envelope with a metallic lining.  The metal apparently keeps out moisture."
